,FEAT,P_VALUE,LR_WEIGHT
375,avoid,0.6080096524116981,0.0
376,avoided,0.7558585663908153,0.0
377,award,0.34298839699395045,0.0
378,awarded,0.4178087305153899,0.0
379,awards,0.8750974615663049,0.0
380,aware,0.841648504342321,0.0
381,away,0.16351458042845846,0.0
382,baby,0.15443274764904238,0.0
383,bachelor,0.8584546679557625,0.0
384,backed,0.13248708450964727,0.0
385,background,0.3837005568031562,0.0
386,backing,0.23565040146102867,0.0
387,bad,0.12930278676213502,0.0
388,badly,0.09444130567326993,0.0
389,balance,0.04874855435068771,0.0
390,ball,0.3659765680902891,0.0
391,ballet,0.1547408042282787,0.0
392,baltimore,0.4539931727308125,0.0
393,band,0.05720205578071345,0.029669819376933092
394,bank,0.023681637794760388,0.0
395,banker,0.7759327179948289,0.0
396,bar,0.28932999437541984,0.0
397,barred,0.775932717994829,0.0
398,base,0.5501738817051084,0.0
399,baseball,0.2508120513694734,0.0
400,based,0.22766809071707494,0.0
401,basic,0.10567951121687366,0.0
402,basis,0.012450638818168373,0.0
403,battle,0.1827368874319728,0.0
404,battles,0.7350423370216996,0.0
405,bay,0.39235103075131694,0.0
406,beach,0.2232292471470071,0.0
407,bear,0.27437181184165116,0.0
408,bearing,1.0,0.0
409,beat,0.10387523902503827,0.0
410,beaten,0.04405975287805501,0.0
411,beautiful,0.1467486744766968,0.0
412,beauty,0.061236814023641555,0.0
413,bed,0.6767602641236349,0.0
414,bedside,0.6939233047704961,0.0
415,began,0.15526915934503013,0.0
416,begun,0.37996809038210344,0.0
417,behalf,1.0,0.0
418,behavior,0.10998949825602063,0.0
419,belgium,0.15254102190946936,0.0
420,belief,0.09414434638358594,0.0
421,believe,0.010391410681806577,0.0
422,believed,0.025403233165630076,0.0
423,belonged,0.4538608438960836,0.0
424,benefit,0.7350423370216996,0.0
425,bent,0.29943686576190454,0.0
426,berlin,0.1624279499502682,0.0
427,bestowed,0.7736177397407451,0.0
428,bible,0.27927195953547057,0.0
429,big,0.006526722728090165,0.0
430,biggest,0.14599204238714922,0.0
431,billion,0.017377960497953895,0.0
432,biography,0.7783162266228818,0.0
433,birth,0.26044384509375296,0.0
434,birthday,0.08039721637833074,0.0
435,bit,0.24565852301824864,0.0
436,bitter,0.08443113739267316,0.0
437,bitterly,0.7558585663908154,0.0
438,black,0.19369539360188404,0.14830993655461616
439,blacks,0.07842266981024086,0.0
440,blind,0.31487312561268743,0.0
441,block,0.5820503835617297,0.0
442,blood,0.3415095961683443,0.0
443,blow,0.11724477445772204,0.0
444,blue,0.29306273132450433,0.0
445,board,0.2996361937843872,0.0
446,boat,0.1738303866588622,0.0
447,body,0.0913976874189638,0.0
448,bomb,0.10500308787028853,0.0
449,bonds,0.010289531243720087,0.0
450,book,0.5392095972176527,-0.14112307946770555
451,books,0.6833978566755048,0.0
452,border,0.15407868763866833,0.0
453,bore,0.10144409109226982,0.0
454,born,0.7531411340269225,0.0
455,boston,0.8930083404597817,0.0
456,bought,0.30663198750052956,0.0
457,bound,0.07246848196613788,0.0
458,box,0.8647603131379965,0.0
459,boy,0.0005140579610278058,0.0
460,boyhood,0.0015960608682152892,0.0
461,boys,0.0046845091729538855,0.0
462,branch,0.4538608438960836,0.0
463,break,0.004506060380332988,0.0
464,breakfast,1.0,0.0
465,breaking,0.39235103075131694,0.0
466,bridge,0.7850060780654653,0.0
467,brief,0.21645484370717294,0.0
468,briefly,0.7071672265159801,0.0
469,bright,0.5606429409584839,0.0
470,brilliant,0.638452691682287,0.0
471,bring,0.003198488258508266,0.0
472,bringing,1.0,0.0
473,britain,0.12081582940079834,0.0
474,british,0.8855854742012543,-0.025512947680807828
475,broad,0.00037668034771346745,0.0
476,broadcast,0.008780742355061662,0.0
477,broadway,0.3989762960746098,-0.1953639546514289
478,broke,0.1433782748613016,0.0
479,broken,0.06306492849166068,0.0
480,brooklyn,0.37240161732583876,0.0
481,brother,0.24552238636038226,0.0
482,brothers,1.0,0.0
483,brought,0.054088988821992964,0.07969529518838442
484,brown,0.1624444785685687,0.0
485,budget,0.7582792198529623,0.0
486,build,0.26280270207665823,0.0
487,building,0.019123850404658204,0.0
488,buildings,0.08434571194760974,0.0
489,built,0.0020306818270844178,0.0
490,bureau,0.03314420422457239,0.0
491,burial,0.24086683232793693,0.0
492,buried,0.1609099329283693,0.0
493,burst,0.8140992477971858,0.0
494,business,0.0343068398782924,0.0
495,busy,0.5151014235644793,0.0
496,buy,0.01752089458413925,0.0
497,cabinet,0.15465739436369721,0.0
498,calif,0.788832079877572,0.0
499,california,0.021090362840389534,0.0
500,called,0.0017312141355773788,0.18902576765256224
501,calling,0.22148459816341937,0.0
502,calls,1.0,0.0
503,calm,0.15254102190946922,0.0
504,cambridge,0.5918051459516158,0.0
505,came,0.016942120885706315,0.0823916535712772
506,camera,0.427200199570861,0.0
507,camp,0.06660816526842105,0.0
508,campaign,0.017626647609532094,0.0
509,campaigns,0.5820503835617298,0.0
510,camps,0.554326017667291,0.0
511,canada,0.5566246775687571,0.0
512,cancer,0.4816847369861832,0.0
513,candidate,0.05673553752000795,0.0
514,capable,0.30877902514690714,0.0
515,capacity,0.08450788636577884,0.0
516,capital,0.09382172707071242,0.0
517,capitol,0.08913952138778751,0.0
518,captain,0.07185689602544652,0.0
519,captured,0.11549615342817461,0.0
520,car,0.05574836905591098,0.0
521,care,0.7141392629550048,0.0
522,career,0.34258355568845433,0.0
523,careers,0.8125613524350679,0.0
524,carefully,0.14261369859146342,0.0
525,carnegie,0.30907516671126956,0.0
526,carried,0.0003644189277678162,0.0
527,carrying,0.691350633616413,0.0
528,case,0.7418860250172916,0.0
529,cases,0.06741812164686245,0.0
530,cast,0.5471899985486885,0.0
531,catch,0.7736177397407451,0.0
532,catholic,0.5008636581202742,0.0
533,caught,1.0,0.0
534,cause,0.4816367728144838,0.0
535,caused,0.0018880445227166358,0.0
536,causes,0.11891876194936724,0.0
537,celebrated,0.521053199828521,0.0
538,celebration,0.480024299199461,0.0
539,celebrity,0.30617482566132703,0.0
540,cemetery,0.7876696731949262,0.0
541,cent,0.03574713506641279,0.0
542,center,0.3388854800313177,0.0
543,central,0.19286074554222898,0.0
544,century,0.6843224648953793,0.0
545,ceremonies,0.30394200732305,0.0
546,ceremony,0.11840109130224401,0.0
547,certain,0.07224837529852315,0.0
548,certainly,0.6428540345905494,0.0
549,chain,0.09650479819356761,0.0
550,chair,0.1541630144170848,0.0
551,chairman,0.0026656177383504046,0.0
552,challenge,0.03630084262586991,0.0
553,challenged,0.7582792198529622,0.0
554,chamber,0.05146574596329264,0.0
555,champion,0.4976091780977495,0.0
556,championship,0.010747905142671816,0.0
557,chances,0.0738792897635796,0.0
558,change,0.7814623529870658,0.0
559,changed,1.0,0.0
560,changes,0.8254241458062066,0.0
561,changing,0.5127986582634261,0.0
562,character,0.28488657315430144,0.0
563,characteristic,0.06461510877660769,0.0
564,characterized,0.05977754147495682,0.0
565,characters,0.6961964234421203,0.0
566,charge,0.04186323089784611,0.0
567,charged,0.5838065642242325,0.0
568,charges,0.8504186069393117,0.0
569,charm,1.0,0.0
570,charming,1.0,0.0
571,check,0.7324937791582606,0.0
572,chicago,0.037991937973297744,0.0
573,chief,0.0034475780100793572,0.0
574,chiefly,0.8600092803884309,0.0
575,child,0.013330673641048002,-0.04564570471167648
576,childhood,0.00373281904102339,0.0
577,children,0.042884202563244773,0.0
578,chinese,0.8598700643205164,0.0
579,choice,0.17356281321288936,0.0
580,chorus,0.0625667159968839,0.0
581,chose,0.3023986197909134,0.0
582,chosen,0.370921841799308,0.0
583,christmas,0.17628688472180887,0.0
584,church,0.1618710886711835,0.2608778236111667
585,circle,0.6268617584671551,0.0
586,circles,0.30394200732305,0.0
587,circumstances,0.2174639868163497,0.0
588,cited,0.008065520889558548,0.0
589,cities,1.0,0.0
590,citizen,0.07838064221865626,0.0
591,citizens,0.03231249246006581,0.0
592,city,0.03465994630767957,0.0
593,civil,0.016527843286487594,0.0
594,civilian,0.25738674589161326,0.0
595,civilization,0.07877380630749466,0.0
596,claimed,0.39235103075131694,0.0
597,class,0.09184537513207806,0.0
598,classes,0.5125692900726859,0.0
599,classic,0.8796713043422728,0.0
600,classical,0.775932717994829,0.0
601,classics,0.8234363003656975,0.0
602,clean,0.06350524782737932,0.0
603,clear,0.24901950987066546,0.0
604,cleared,0.14599204238714908,0.0
605,clearly,0.08286663260563973,0.0
606,clerk,0.008750864866223453,0.0
607,clinic,0.48315292576999624,0.0
608,clock,0.7471180416245788,0.0
609,close,0.004436961877100664,0.0
610,closed,0.344889418572517,0.0
611,closely,0.6594811340114302,0.0
612,closest,0.09876350107828474,0.0
613,closing,0.8046339436088229,0.0
614,clothes,0.1878098635404445,0.0
615,club,0.00380558753684557,0.1676573009603228
616,clubs,0.6268617584671552,0.0
617,coalition,0.40011586006740285,0.0
618,coast,0.29275135372169236,0.0
619,coat,0.23565040146102878,0.0
620,col,0.2787738924886003,0.0
621,cold,0.26465348084307116,0.0
622,collapse,0.015858365714041114,0.0
623,colleague,0.7558585663908153,0.0
624,colleagues,0.015497596499083733,0.0
625,collected,0.2247798819694381,0.0
626,collection,0.034664597868559646,0.0
627,college,0.840670842793436,0.0
628,colonel,0.008580425643904316,0.0
629,color,0.5485922045426518,0.0
630,colored,0.8385415902193578,0.0
631,columbia,0.9523365027097538,0.0
632,column,0.8788688353746198,0.0
633,combat,0.05977754147495682,0.0
634,combination,0.045887640856713964,0.0
635,combined,0.4194017339052536,0.0
636,comedy,0.1346331709671393,0.0
637,comes,0.6533237463271423,0.0
638,comfort,0.40567168257245034,0.0
639,comic,0.5351246911158132,0.0
640,coming,0.12948959491717607,0.0
641,command,0.0010838044502489074,0.0
642,commanded,0.3549087737716523,0.0
643,commander,0.03254276329929915,0.0
644,commanding,0.7485394598662193,0.0
645,comment,0.11317179578764203,0.0
646,commented,0.8125613524350679,0.0
647,commercial,0.44226401179209873,0.0
648,commission,0.11042085691826978,0.0
649,commissioner,0.04405975287805501,0.0
650,commitment,0.21068521388150863,0.0
651,committed,0.673155055604947,0.0
652,committee,0.009494750366966323,0.0
653,common,0.07118920661882411,0.0
654,communicate,0.804633943608823,0.0
655,communism,0.07798945908459566,0.0
656,communist,0.026812533401165115,0.0
657,communists,0.11873581141751913,0.0
658,community,0.03678543844829813,0.0
659,companies,0.16477401873558373,0.0
660,companion,0.8125613524350679,0.0
661,company,0.04265350932782874,0.0
662,compared,0.6566146175399894,0.0
663,competition,0.2473781580753699,0.0
664,complained,0.7558585663908153,0.0
665,complete,0.028253084908604266,0.0
666,completed,0.0005635790849552806,0.0
667,completely,0.18503086657698697,0.0
668,complex,1.0,0.0
669,composed,0.11915193320435238,0.0
670,composer,0.23803129919611765,0.0
671,composition,0.2740942383611019,0.0
672,compromise,0.14599204238714922,0.0
673,conceived,0.03809942156974608,0.0
674,concentration,0.3570204874728896,0.0
675,concept,0.06255813939681479,0.0
676,concern,0.06728671987832777,0.0
677,concerned,0.10436075960716888,0.0
678,concert,0.7936903224391669,0.0
679,concluded,0.442235037875609,0.0
680,conclusion,0.04595095117645638,0.0
681,condemned,0.554326017667291,0.0
682,condition,0.7920942950260116,0.0
683,conditions,0.7328968393737307,0.0
684,conduct,0.07341643726453892,0.0
685,conducted,0.187886095929782,0.0
686,conducting,0.3383276735067593,0.0
687,conference,0.5956234235014992,0.0
688,conferred,0.07394449205040797,0.0
689,confidence,0.09675610490732885,0.0
690,confident,0.15254102190946922,0.0
691,confined,0.20635151060468737,0.0
692,confirmed,0.02751488553101312,0.0
693,conflict,0.008379174485386982,0.0
694,congress,0.7312052081755789,0.0
695,congressional,0.3851481452901403,0.0
696,conn,0.4342839630259213,0.0
697,connected,0.3994691547197695,0.0
698,connection,0.3774295167934629,0.0
699,conscience,0.15254102190946922,0.0
700,conscious,0.0738792897635796,0.0
701,consciousness,0.32530690259818373,0.0
702,conservative,0.0024065078305762692,0.0
703,consider,0.18077792258349956,0.0
704,considerable,1.0,0.0
705,consideration,0.5193527008054597,0.0
706,considered,0.24561099991414714,0.0
707,consistently,0.18077792258349956,0.0
708,constant,0.8713837749669184,0.0
709,constantly,0.4895073992323977,0.0
710,constitution,0.8431850539110727,0.0
711,constitutional,0.844772572037954,0.0
712,construction,0.45513398644272407,0.0
713,contact,0.09650479819356761,0.0
714,contained,0.4078591993323253,0.0
715,contemporary,0.587475664203574,0.0
716,contended,0.09451715642382388,0.0
717,content,0.2941362840610524,0.0
718,contest,0.6268617584671552,0.0
719,continent,0.1622289408623625,0.0
720,continue,0.4814090878592132,0.0
721,continued,0.3468755450260711,0.0
722,continuing,0.30040014611366583,0.0
723,contract,0.9276001067025877,0.0
724,contrary,0.04078321269554235,0.0
725,contrast,0.30394200732305,0.0
726,contributed,0.4349398792828455,0.0
727,contribution,0.004798260792439565,0.0
728,contributions,0.0046979619971139015,0.0
729,control,0.8221247209441928,0.0
730,controlled,0.007273213615089327,0.0
731,controversial,0.8012750935466315,0.0
732,controversy,1.0,0.0
733,convention,0.12167757982811096,0.0
734,conventional,0.5151014235644793,0.0
735,conversation,0.25521233967201074,0.0
736,conversations,0.3039420073230499,0.0
737,convicted,0.40567168257245034,0.0
738,conviction,1.0,0.0
739,convinced,0.03606217561767131,0.0
740,cook,0.09451715642382388,0.0
741,cooperation,0.001872822656804943,0.0
742,copies,0.6438528470123125,0.0
743,copy,0.7759327179948289,0.0
744,corner,0.08316504549338932,0.0
745,corporation,0.009955414670078488,0.0
746,corps,0.44331118581048734,0.0
747,correct,0.3076913965339604,0.0
748,correspondence,1.0,0.0
749,correspondent,0.24777192900261502,0.0
750,cost,0.002717554174592576,0.0
751,couldn,0.6617162018140725,0.0
752,council,0.10714759527948899,0.0
753,counsel,0.22640789348773305,0.0
754,count,0.10445176741610493,0.0
755,counted,0.469164259015881,0.0
756,countless,0.5543260176672908,0.0
757,countries,0.3175185652356761,0.0
758,country,0.0041684641113019835,0.0
759,county,0.00845297777450066,0.0
760,couple,0.06742691285441234,0.0
761,courage,0.158372366542037,0.0
762,course,1.0,0.0
763,court,0.8235407897757155,0.0
764,courts,0.6619517832023547,0.0
765,cousin,0.5820503835617297,0.0
