Voyage ID,Vessel name,Voyage ship place where vessel registered ,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Percent men,Percent women,Percent children,Mortality rate,Captain's name,Resistance label
48736,Flores do Mar,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1794,,,,,,,
48737,Francesinha,,Lisbon,Loango,Para,,1794,,,,,,,
48739,NS da Boa Viagem Abismo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1816,,,,,,"Neves, Francisco de Paula",
48740,Atalante,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1816,,,,,,,
48741,S Antônio Pérola do Sul,,Rio de Janeiro,Benguela,Rio de Janeiro,,1792,,,,,,"Teixeira, José da Silva",
48742,Bela Escolha,,,Luanda,Maranhao,,1816,,,,,,"Costa, José Antônio Teixeira da",
48743,Incas,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1816,,,,,,"Boltoura, Manoel José",
48744,S José Vênus,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1816,,,,,,"Preleluê, João de",
48745,S João Nepomuceno,,Rio de Janeiro,Luanda,Rio de Janeiro,,1794,,,,,,"Garcia, Francisco Correa",
48746,S José Salinas,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1816,,,,,,"Sá, Manoel Gomes de",
48747,Simplicidade,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1816,,,,,,,
48749,NS do Bonsucesso e S Antônio Portilhão,,Rio de Janeiro,Benguela,Rio de Janeiro,,1794,,,,,,"Firme, Antônio Caetano",
48751,NS da Boa Viagem Abismo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,291,,,,,"Moreira, Dionísio José",
48752,NS da Boa Viagem Abismo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,271,,,,,"Brito, Joaquim Ribeiro de",
48753,NS da Boa Viagem Abismo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1823,281,,,,,"Correa, Francisco José",
48754,NS da Boa Viagem Abismo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1824,,,,,,"Silva, João Vieira de",
48755,NS da Boa Viagem Abismo,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1825,,,,,,,
48756,Marquês de Pombal,,Maranhao,Luanda,Maranhao,,1820,,,,,,"Félix, Inácio José",
48757,Minerva,,,Luanda,Maranhao,,1818,,,,,,"Freitas, Benigno Rafael de",
48759,S André Diligente,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Santos, João Hilário dos",
48760,S André Diligente,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,349,,,,,"Araújo, Francisco José de",
48761,S André Diligente,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,366,,,,,"Araújo, Francisco José de",
48762,S Antônio Protetor,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1818,,,,,,"Couto, Anastácio Xavier do",
48763,S Antônio Protetor,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Couto, Anastácio Xavier do",
48764,S Antônio Olinda,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Valente, Manoel",
48766,S Antônio Olinda,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1818,,,,,,"Valente, Manoel",
48767,S André Diligente,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1823,58,,,,,"Araújo, Francisco José de",
48770,S Antônio Sertório,,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",,1797,580,,,,0.07,"Bastos, João da Rocha<br/> Flamante, Francisco",
48771,Aurora,,,Luanda,Para,,1816,,,,,,"Sá, Ricardo José de",
48772,Andorinha do Tejo,,Lisbon,Benguela,Maranhao,,1817,,,,,,"Rosa, Francisco José da Silva",
48773,Bom Jesus Triunfo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,503,,,,,"Tavares, João Jacinto",
48774,Carlota,,"Bahia, port unspecified",Luanda,Maranhao,,1817,,,,,,"Carneiro, José Domingues",
48775,Felicidade,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Viana, Joaquim Martins",
48776,Flor de Cintra,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Reis, Belchior José dos",
48777,Regeneração,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Martins, Diogo Cândido",
48778,S José Salinas,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1817,,,,,,"Sá, Manoel Gomes de",
48779,S Sebastião,,,Luanda,Maranhao,,1817,,,,,,"Antunes, José Antônio",
48780,Sinceridade e Atalante,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1817,220,,,,0.06,"Souza, José Lourenço de<br/> Costa, José Pereira da",
48783,Primoroso Divino,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1818,,,,,,"Bastos, Manoel",
48784,S José Grande,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1818,,,,,,"Macedo, José Bento de",
48785,S Marcos,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1818,,,,,,"Cunha, Antônio Joaquim da",
48786,Trajano,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1818,,,,,,"Câncio, José João",
48787,Triunfo da Inveja,,Lisbon,Luanda,Maranhao,,1818,,,,,,"Batista, João<br/> Noronha, Manoel Joaquim de",
48788,Orestes,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1827,,,,,,"Pacheco, José Jacinto",
48789,Nove de Janeiro,,Rio de Janeiro,Luanda,"Bahia, port unspecified",,1828,,,,,,,
48790,S José Especulador,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1828,,,,,,"Cavalier, Sebastião Teixeira",
48791,Tâmega,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1828,557,,,,,"Aguiar, Manoel de",
48792,Tibério,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1829,,,,,,"Lima, José Gomes dos Santos",
48794,Maria Gertrudes,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1828,,,,,,"Santana, Marcelino José de",
48795,Dois Amigos,,Rio de Janeiro,Luanda,"Bahia, port unspecified",,1829,,,,,,"Belém, João Maurício",
48796,Pombinha,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1830,,,,,,,
48798,Aviso,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1819,,,,,,"Medões, Bernardo da Silva",
48799,Caridade,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1819,,,,,,"Silva, Vicente de Paula e",
48800,Adelaide,,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",,1819,179,,,,0.01,"Carvalho, João Dias de",
48801,Conde dos Arcos,,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",,1819,224,,,,0.06,"Pinto, Tomé Guedes",
48802,Flor do Brasil,,Rio de Janeiro,Mozambique,"Bahia, port unspecified",495,1819,425,,,,0.14,"Brito, José Joaquim de",
48803,Fênix,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1819,,,,,,"Dias, José",
48804,Flor da Bahia,,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",557,1819,365,,,,0.34,"Ferreira, José dos Santos",
48805,Lusitânia,,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",,1819,,,,,,"Leonardo, Severo",
48806,Palafox,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1819,,,,,,"Braga, Isidoro Martins",
48807,Palafox,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1819,342,,,,0.02,"Braga, Isidoro Martins",
48808,Tejo,,Rio de Janeiro,Cabinda,"Bahia, port unspecified",422,1818,418,,,,0.01,"Silva, João Pereira da",
48809,Americana Mariana,,"Bahia, port unspecified",Cape Verde Islands,"Bahia, port unspecified",,1818,,,,,,"Welark, José",
48810,Aurora,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1818,,,,,,"Souza, André Estácio de",
48811,Bonfim Americano,,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",,1818,,,,,,"Barbosa, Antônio de Paula",
48813,Carolina,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1818,,,,,,"Abreu, Francisco Xavier de",
48814,Diana,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1818,153,,,,,"Batista, Martinho José",
48815,S João do Rio,,"Bahia, port unspecified",Popo,"Bahia, port unspecified",,1818,,,,,,"Silva, Manoel Pereira da",
48816,Vênus,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1818,334,,,,0.06,"Maia, Plácido José da",
48817,Vulcano do Sul,,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",,1818,311,,,,,"Silva, Manoel Cardoso da<br/> Albuquerque, João Luís<br/> Silva, João Luís da",
48819,Comerciante,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1819,,,,,,"Almeida, Manoel Joaquim de",
48820,Bom Jesus Triunfo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1819,,,,,,"Tavares, João Jacinto",
48821,NS da Conceição e Sr dos Passos,,"Bahia, port unspecified",Luanda,Maranhao,,1819,,,,,,"José, Manoel<br/> Praça, Antônio José de Souza",
48822,Emília,,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",,1819,141,,,,,"Fonseca, Raimundo Gomes da",
48823,Estrela,,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",211,1820,,,,,,"Garção, José Pedro da Rocha",
48824,Estrela,,"Bahia, port unspecified",Popo,"Bahia, port unspecified",,1819,,,,,,"Veloso, José Joaquim",
48825,General Cavalcante,,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",561,1819,334,,,,0.4,"Negrão, Pedro José",
48826,Generoso,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1819,433,,,,0.03,"Narciso, Antônio",
48827,Gratidão,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1819,,,,,,"Viana, José Joaquim",
48828,Maria Tomásia,,Rio de Janeiro,Cabinda,"Bahia, port unspecified",,1819,301,,,,0.0,"Melo, Francisco Xavier Álvares de",
48829,NS do Carmo e Boa União,,Lisbon,Benguela,Para,,1819,,,,,,"Freitas, Gregório José Ribeiro de",
48830,S Antônio Realista,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1819,,,,,,"Xavier, José Inácio",
48831,Santana Flor da África,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1819,,,,,,"Santana, Inocêncio Marques de",
48832,Cipião Africano,,Lisbon,Benguela,"Bahia, port unspecified",,1819,,,,,,"Félix, Inácio José",
48833,Triunfo da Inveja,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1820,,,,,,"Álvares, João Luís<br/> Rodrigues, Rafael",
48834,Triunfo do Brasil,,,Luanda,Maranhao,,1819,,,,,,"Mota, Tomás",
48835,Vigilante Guerreiro,,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",430,1820,230,,,,0.47,"Dias, Domingos Francisco",
48836,Voadora,,Rio de Janeiro,Cabinda,"Bahia, port unspecified",,1819,295,,,,,"Cruz, José Joaquim da",
48837,Andorinha do Tejo,,Lisbon,Luanda,Maranhao,,1820,,,,,,"Domingues, Francisco José",
48838,Bom Caminho,,Rio de Janeiro,Benguela,Maranhao,,1820,,,,,,"Couto, João Batista do",
48840,Fênix,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,,,,,,"Guedes, Norberto Joaquim José",
48841,Santana Flor de Cintra,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,554,,,,,"Preleluê, João de",
48842,Lucrécia,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1820,,,,,,"Noronha, Manoel Joaquim de",
48843,Oliveira,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1820,,,,,,"Ferreira, José Rodrigues",
48844,S Antônio Protetor,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,385,,,,,"Regadas, Luís de Queiróz Monteiro",
48845,S José Grande,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,,,,,,"Macedo, José Bento de",
48846,S José Grande,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,455,,,,,"Reis, Belchior José dos",
48847,S José das Salinas,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,454,,,,,"Baduem, Manoel Joaquim",
48848,S Marcos,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,381,,,,,"Reis, José Joaquim dos<br/> Santos, Antônio Félix dos",
48849,Sinceridade,,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,194,,,,,"Chaves, José Joaquim",
48850,Sinceridade,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1820,,,,,,"Santos, Fernando Bruno dos",
48852,Tejo de Lisboa,,Maranhao,Luanda,Maranhao,,1820,,,,,,"Souza, Manoel José de",
48854,Vigilante Africano,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1820,389,,,,,"Amorim, José Gomes de",
48855,Bom Jesus Triunfo,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,513,,,,,"Tavares, João Jacinto",
48856,Bonfim,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,378,,,,,"Melo, Francisco José de",
48857,Feiticeira,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,222,,,,,"Câncio, José João",
48858,Feliz Destino,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,377,,,,,"Lemos, Prudêncio Vital de",
48859,Santana Flor de Cintra,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,573,,,,,"Martins, Diogo Cândido",
48860,Lucrécia,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1821,,,,,,"Noronha, Manoel Joaquim de",
48861,Primoroso Divino,,"Brazil, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,367,,,,,"Pereira, Manoel José Antônio",
48862,S Antônio Protetor,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,407,,,,,"Regadas, Luís de Queiróz Monteiro",
48863,Vigilante Africano,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,444,,,,,"Cunha, José Maurício da",
48864,S Amaro,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1827,,,,,,"Borges, João",
48869,NS da Purificacão e S Antônio da Barra,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1713,,,,,,"Gonçalves, Antônio",
48870,NS da Conceição S Antônio e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1713,,,,,,"Porto, Manoel da Costa",
48871,Desengano Feliz,,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",,1827,289,,,,,"Lessa, José de Oliveira<br/> José, Paulino",
48873,General Silveira,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1827,569,,,,,"Oliveira, Manoel Inácio de<br/> Antônio, Justino",
48874,Maria,,Maranhao,Luanda,Maranhao,,1827,,,,,,,
48875,Primoroso Divino,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1825,368,,,,,"Pacheco, José Jacinto",
48876,S José das Salinas,,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",,1825,240,,,,,"Brito, João Coelho de",
48877,Velha de Deus,,Rio de Janeiro,Luanda,Maranhao,,1825,,,,,,"Monteiro, Luís Queiróz",
48878,Comerciante,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1826,429,,,,,,
48879,Imperador do Brasil,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1825,446,,,,,"Santos, Graciano dos",
48880,Veloz Feiticeira,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1825,243,,,,,"Correa, Francisco José",
48882,D Ana,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1825,281,,,,,,
48883,Atrevido Brasileiro,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1826,272,,,,,"Correa, João Inácio<br/> Rodrigues, Manoel Antônio",
48885, ,,"Pernambuco, port unspecified",Luanda,Maranhao,,1825,,,,,,"Almeida, Joaquim Antônio de",
48886, ,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1825,,,,,,,
48887,Velha de Deus,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1824,283,,,,,"Reis, Belchior José dos",
48888,NS da Conceição,,,Cape Verde Islands,Para,,1823,,,,,,"Gomes, João José",
48889,Josefina,,Rio de Janeiro,Benguela,Rio de Janeiro,,1841,,,,,,"Ribeiro, Francisco José",
48890,Veloz Feiticeira,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1823,196,,,,,"Galvão, Sebastião José dos Reis",
48893,Damião,,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",,1824,,,,,,"Cruz, Manoel José da",
48895,Felicidade,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1824,252,,,,,"Viana, Joaquim Martins",
48896,S Cristo dos Milagres,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1824,280,,,,,"Rocha, Francisco Xavier da",
48898,Primoroso Divino,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1822,356,,,,,"Pereira, Manoel José Antônio",
48899,S José das Salinas,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1822,,,,,,"Guedes, Norberto Joaquim José",
48900,S José das Salinas,,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",,1822,,,,,,"Carvalho, Agostinho Luís Pinto de",
48901,Trajano,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1821,219,,,,,"Lima, Joaquim Inácio de",
48902,Velha de Deus,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1822,254,,,,,"Viana, Joaquim Martins",
48903,Vigilante Africano,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1822,428,,,,,"Cunha, José Maurício da",
48904,General Sampaio,,Rio de Janeiro,Luanda,Rio de Janeiro,,1822,,,,,,"Ferreira, Joaquim Francisco Xavier",
48906,Bonfim,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1822,,,,,,"Melo, Francisco José de",
48908, ,,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",97,1681,,,,,,"Monteiro, Pedro Lobão",
48909, ,,"Bahia, port unspecified","West Central Africa and St. Helena, port unspecified","Bahia, port unspecified",200,1696,,,,,,"Almeida, Manoel Antunes de",
48910,NS da Natividade e S Francisco Xavier,,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",301,1773,,,,,,"Cirne, Pedro da Costa",
48911, ,,,Bissau,Maranhao,,1798,,,,,,,
48912, ,,,Luanda,Maranhao,690,1806,,,,,,,
48913,Amável Donzela,,Lisbon,Cacheu,Maranhao,,1796,,,,,,"Rosendo, Joaquim Adrião",
48914,NS da Piedade e S Antônio,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1712,,,,,,"Costa, Estevão da",
48921,S Catarina,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1611,,,,,,"Magalhães, Lourenço de",
48922,NS da Encarnação,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1664,,,,,,"Pedroso, Antônio Fernandes",
48923,NS do Popolo,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1665,,,,,,"Silva, Manoel da",
48924,NS das Necessidades e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1671,,,,,,"Vicente, Manoel",
48925,NS das Neves e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1671,,,,,,"Abreu, Luís",
48926,NS de Nazaré,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1671,,,,,,"Cunha, Antônio Lopes da",
48927,NS do Rosario e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1671,,,,,,"Fernandes, Tomás",
48928,NS da Ajuda S Antônio S Francisco e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1676,,,,,,"Alcântara, Manoel Marques",
48929, ,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1677,,,,,,,
48930,S Antônio e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1677,,,,,,,
48931,NS da Visitação,,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",,1679,,,,,,"Lisboa, Francisco Rodrigues",
48932,S Antônio e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1682,,,,,,"Ferreira, Manoel Soares",
48933,NS da Conceição e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1685,,,,,,"Pereira, Antônio Falcão",
48934,S Antônio e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1685,,,,,,"Gouvêa, Francisco Pereira de",
48935,S Cristo e NS da Conceição,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1685,,,,,,"Cardoso, João",
48936,S José,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1686,,,,,,"Garcês, Manoel",
48937,NS do Amparo S Antônio e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1687,,,,,,"Guerra, Francisco de Ferraz",
48938, ,,,"Africa., port unspecified",Para,,1756,,,,,,,
48939,NS do Crato S Roque e Almas,,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",37,1757,37,,,,0.0,,
48940, ,,,Cacheu,Para,,1760,140,,,,,,
48941, ,,,Bissau,Para,,1777,,,,,,,
48943, ,,,Luanda,Para,,1800,,,,,,,
48944,NS do Rosario Feliz,,Lisbon,Luanda,Para,,1801,,,,,,,
48945,Maria Teresa,,"Pernambuco, port unspecified","Asia e Africa, port unspecified","Pernambuco, port unspecified",,1830,,,,,,"Portugal, Manoel Antônio Correa",
48946,Triunfo do Brasil,,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",,1830,,,,,,"Vidal, Pedro Jorge",
48947,Oriente Africano,,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",,1831,,,,,,"Santos, Remígio Luís dos",
48948,NS da Boa Hora e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1696,,,,,,"Carvalho, Domingos Luís de",
48949,Sacramento e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Cruz, João Pinheiro da",
48950,S Cristo e NS da Conceição,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Cardoso, Domingos",
48951,NS da Conceição e NS dos Prazeres,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Gomes, Julião",
48952,NS do Rosario e S Antônio,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1698,,,,,,"Porto, João André",
48953,NS da Conceição e Bonsucesso,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1698,,,,,,"Valadão, Francisco Coelho",
48954,S Antônio e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Garcia, Francisco",
48955,NS de Nazaré e S Luzia,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Alexandre, Francisco",
48956,NS da Conceição S Antônio e Almas,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1697,,,,,,"Mesquita, João Dias de",
48957,NS da Piedade e S José,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1698,,,,,,"Pintado, Domingos de Souza",
48958,NS da Conceição,,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",,1697,,,,,,"Raposo, João Dias",
48959,NS da Boa Hora e S João Batista,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Guerreiro, Francisco de Frias",
48960,NS da Ajuda e Conceição,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1697,,,,,,"Cunha, Manoel da",
48961,NS da Guia,,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",,1698,,,,,,"Costa, Agostinho da",
48962,Santíssimo Sacramento e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1698,,,,,,"Porto, João André",
48963,NS de Guadalupe Almas e S Antônio,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1710,,,,,,"Porto, Antônio Manoel da Costa",
48967,NS do Rosario,,Rio de Janeiro,Luanda,Rio de Janeiro,,1725,,,,,,"Paiva, Jerônimo de",
48968,Bom _____,,Rio de Janeiro,Luanda,Rio de Janeiro,,1727,,,,,,"Pereira, José ____",
48969,Jesus de Gonçalo e S Antônio,,Rio de Janeiro,Luanda,Rio de Janeiro,,1727,,,,,,"Passos, Manoel da Costa",
48971, ,,Rio de Janeiro,Luanda,Rio de Janeiro,,1729,,,,,,"Costa, Manoel da",
48972,NS do Rosario e S Francisco,,Rio de Janeiro,Luanda,Rio de Janeiro,,1727,,,,,,"Barbosa, Nicolau",
48973,NS da Mãe de Deus,,Rio de Janeiro,Luanda,Rio de Janeiro,,1728,,,,,,"Souza, Pedro de",
48974,S Lourenço e Almas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1728,,,,,,"Salgado, João",
48975,S Pedro e S Paulo,,Rio de Janeiro,Luanda,Rio de Janeiro,,1728,,,,,,"Ribeiro, Antônio Rodrigues",
48976,NS do Monte do Carmo,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,,1747,,,,,,"Chagas, José das",
48977,NS de Nazaré e S Miguel,,Rio de Janeiro,Luanda,Rio de Janeiro,,1760,,,,,,"Cunha, Gabriel Ferreira da",
48978,NS do Monte do Carmo e S Teresa,,Rio de Janeiro,Benguela,Rio de Janeiro,,1760,,,,,,"Miranda, Domingos",
48979,NS do Monte do Carmo S Teresa e S Francisco,,Rio de Janeiro,Luanda,Rio de Janeiro,,1760,,,,,,"Lobo, Manoel Freire",
48980,NS do Porto S José S Cruz e Almas,,Rio de Janeiro,Luanda,Rio de Janeiro,,1760,,,,,,"Penha, Antônio da Silva",
48981,Santana S Antônio e Almas,,Rio de Janeiro,Benguela,Rio de Janeiro,,1760,,,,,,"Costa, José Luís da",
48982,NS da Conceição e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1691,,,,,,,
48983,Jesus Maria José,,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",,1692,,,,,,"Fonseca, João Pereira da",
48984,NS da Ajuda e S Antônio,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1692,,,,,,"Martins, Sebastião",
48985,NS da Conceição S Antônio e Almas,,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",,1692,,,,,,"Barros, Pascoal de Freitas",
